Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
The server supports the following options for mac_algorithms_server_to_client : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-md5;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-md5-96;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-ripemd160;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-ripemd160@openssh.com;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-sha1;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-sha1-96;;;;;;;;;;;;;;;;;;;;;;;;;
  umac-64@openssh.com;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The server supports the following options for compression_algorithms_client_to_server : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  none;;;;;;;;;;;;;;;;;;;;;;;;;
  zlib@openssh.com;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The server supports the following options for compression_algorithms_server_to_client : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  none;;;;;;;;;;;;;;;;;;;;;;;;;
  zlib@openssh.com;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;28/10/2013;28/08/2017;;;;;;;;;;;;;;;;;
70658;CVE-2008-5161;2.6;Low;10.0.2.6;tcp;22;SSH Server CBC Mode Ciphers Enabled;The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC);;;;;;;;;;;;;;;;
encryption.  This may allow an attacker to recover the plaintext message;;;;;;;;;;;;;;;;;;;;;;;;;
from the ciphertext. ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this plugin only checks for the options of the SSH server and;;;;;;;;;;;;;;;;;;;;;;;;;
"does not check for vulnerable software versions.""";Contact the vendor or consult product documentation to disable CBC mode;;;;;;;;;;;;;;;;;;;;;;;;
cipher encryption;" and enable CTR or GCM cipher mode encryption.""";;;;;;;;;;;;;;;;;;;;;;;;
The following client-to-server Cipher Block Chaining (CBC) algorithms;;;;;;;;;;;;;;;;;;;;;;;;;
are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  3des-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  aes128-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  aes192-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  aes256-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  blowfish-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  cast128-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  rijndael-cbc@lysator.liu.se;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The following server-to-client Cipher Block Chaining (CBC) algorithms;;;;;;;;;;;;;;;;;;;;;;;;;
are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  3des-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  aes128-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  aes192-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  aes256-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  blowfish-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  cast128-cbc;;;;;;;;;;;;;;;;;;;;;;;;;
  rijndael-cbc@lysator.liu.se;;;;;;;;;;;;;;;;;;;;;;;;;
;,;"1.9""";;Low;32319;CERT:958563;;;;;;;;;;;;;;;;;;;
71049;;2.6;Low;10.0.2.6;tcp;22;SSH Weak MAC Algorithms Enabled;The remote SSH server is configured to allow MD5 and 96-bit MAC;;;;;;;;;;;;;;;;;
"algorithms.""";The remote SSH server is configured to allow either MD5 or 96-bit MAC;;;;;;;;;;;;;;;;;;;;;;;;
algorithms; both of which are considered weak.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this plugin only checks for the options of the SSH server;;;;;;;;;;;;;;;;;;;;;;;;;
"and it does not check for vulnerable software versions.""";Contact the vendor or consult product documentation to disable MD5 and;;;;;;;;;;;;;;;;;;;;;;;;
"96-bit MAC algorithms.""";;;;;;;;;;;;;;;;;;;;;;;;;
The following client-to-server Message Authentication Code (MAC) algorithms;;;;;;;;;;;;;;;;;;;;;;;;;
are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-md5;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-md5-96;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-sha1-96;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The following server-to-client Message Authentication Code (MAC) algorithms;;;;;;;;;;;;;;;;;;;;;;;;;
are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-md5;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-md5-96;;;;;;;;;;;;;;;;;;;;;;;;;
  hmac-sha1-96;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"Low""";;;;22/11/2013;14/12/2016;;;;;;;;;;;;;;;;;
72779;;;None;10.0.2.6;tcp;53;DNS Server Version Detection;Nessus was able to obtain version information on the remote DNS;;;;;;;;;;;;;;;;;
"server.""";Nessus was able to obtain version information by sending a special TXT;;;;;;;;;;;;;;;;;;;;;;;;
record query to the remote host.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this version is not necessarily accurate and could even be;;;;;;;;;;;;;;;;;;;;;;;;;
forged; as some DNS servers send the information based on a;;;;;;;;;;;;;;;;;;;;;;;;
"configuration file.""";n/a;;;;;;;;;;;;;;;;;;;;;;;;
"DNS server answer for """"version.bind"""" (over TCP) :";;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  9.4.2;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;03/03/2014;22/11/2019;;;;;;;;;;;;;;;;;
78479;CVE-2014-3566;4.3;Medium;10.0.2.6;tcp;25;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);It is possible to obtain sensitive information from the remote host;;;;;;;;;;;;;;;;;
"with SSL/TLS-enabled services.""";The remote host is affected by a man-in-the-middle (MitM) information;;;;;;;;;;;;;;;;;;;;;;;;
disclosure vulnerability known as POODLE. The vulnerability is due to;;;;;;;;;;;;;;;;;;;;;;;;;
the way SSL 3.0 handles padding bytes when decrypting messages;;;;;;;;;;;;;;;;;;;;;;;;;
encrypted using block ciphers in cipher block chaining (CBC) mode.;;;;;;;;;;;;;;;;;;;;;;;;;
MitM attackers can decrypt a selected byte of a cipher text in as few;;;;;;;;;;;;;;;;;;;;;;;;;
as 256 tries if they are able to force a victim application to;;;;;;;;;;;;;;;;;;;;;;;;;
repeatedly send the same data over newly created SSL 3.0 connections.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
As long as a client and service both support SSLv3; a connection can;;;;;;;;;;;;;;;;;;;;;;;;
be 'rolled back' to SSLv3; even if TLSv1 or newer is supported by the;;;;;;;;;;;;;;;;;;;;;;;;
client and service.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The TLS Fallback SCSV mechanism prevents 'version rollback' attacks;;;;;;;;;;;;;;;;;;;;;;;;;
without impacting legacy clients;;;;;;;;;;;;;;;;;;;;;;;;;
connections when the client and service support the mechanism. Sites;;;;;;;;;;;;;;;;;;;;;;;;;
that cannot disable SSLv3 immediately should enable this mechanism.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
This is a vulnerability in the SSLv3 specification; not in any;;;;;;;;;;;;;;;;;;;;;;;;
particular SSL implementation. Disabling SSLv3 is the only way to;;;;;;;;;;;;;;;;;;;;;;;;;
"completely mitigate the vulnerability.""";Disable SSLv3.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Services that must support SSLv3 should enable the TLS Fallback SCSV;;;;;;;;;;;;;;;;;;;;;;;;;
"mechanism until SSLv3 can be disabled.""";https://www.imperialviolet.org/2014/10/14/poodle.html;;;;;;;;;;;;;;;;;;;;;;;;
https://www.openssl.org/~bodo/ssl-poodle.pdf;;;;;;;;;;;;;;;;;;;;;;;;;
"https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00""";;;;;;;;;;;;;;;;;;;;;;;;;
Nessus determined that the remote server supports SSLv3 with at least one CBC ;;;;;;;;;;;;;;;;;;;;;;;;;
cipher suite; indicating that this server is vulnerable.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
It appears that TLSv1 or newer is supported on the server. However; the ;;;;;;;;;;;;;;;;;;;;;;;;
Fallback SCSV mechanism is not supported;" allowing connections to be """"rolled ";;;;;;;;;;;;;;;;;;;;;;;;
"back"""" to SSLv3.";;;;;;;;;;;;;;;;;;;;;;;;;
;,6.8;3.2;5.9;Medium;70574;CERT:577193;;15/10/2014;12/06/2020;;;;;;;;;;;;;;;;
78479;CVE-2014-3566;4.3;Medium;10.0.2.6;tcp;5432;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);It is possible to obtain sensitive information from the remote host;;;;;;;;;;;;;;;;;
"with SSL/TLS-enabled services.""";The remote host is affected by a man-in-the-middle (MitM) information;;;;;;;;;;;;;;;;;;;;;;;;
disclosure vulnerability known as POODLE. The vulnerability is due to;;;;;;;;;;;;;;;;;;;;;;;;;
the way SSL 3.0 handles padding bytes when decrypting messages;;;;;;;;;;;;;;;;;;;;;;;;;
encrypted using block ciphers in cipher block chaining (CBC) mode.;;;;;;;;;;;;;;;;;;;;;;;;;
MitM attackers can decrypt a selected byte of a cipher text in as few;;;;;;;;;;;;;;;;;;;;;;;;;
as 256 tries if they are able to force a victim application to;;;;;;;;;;;;;;;;;;;;;;;;;
repeatedly send the same data over newly created SSL 3.0 connections.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
As long as a client and service both support SSLv3; a connection can;;;;;;;;;;;;;;;;;;;;;;;;
be 'rolled back' to SSLv3; even if TLSv1 or newer is supported by the;;;;;;;;;;;;;;;;;;;;;;;;
client and service.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The TLS Fallback SCSV mechanism prevents 'version rollback' attacks;;;;;;;;;;;;;;;;;;;;;;;;;
without impacting legacy clients;;;;;;;;;;;;;;;;;;;;;;;;;
connections when the client and service support the mechanism. Sites;;;;;;;;;;;;;;;;;;;;;;;;;
that cannot disable SSLv3 immediately should enable this mechanism.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
This is a vulnerability in the SSLv3 specification; not in any;;;;;;;;;;;;;;;;;;;;;;;;
particular SSL implementation. Disabling SSLv3 is the only way to;;;;;;;;;;;;;;;;;;;;;;;;;
"completely mitigate the vulnerability.""";Disable SSLv3.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Services that must support SSLv3 should enable the TLS Fallback SCSV;;;;;;;;;;;;;;;;;;;;;;;;;
"mechanism until SSLv3 can be disabled.""";https://www.imperialviolet.org/2014/10/14/poodle.html;;;;;;;;;;;;;;;;;;;;;;;;
https://www.openssl.org/~bodo/ssl-poodle.pdf;;;;;;;;;;;;;;;;;;;;;;;;;
"https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00""";;;;;;;;;;;;;;;;;;;;;;;;;
Nessus determined that the remote server supports SSLv3 with at least one CBC ;;;;;;;;;;;;;;;;;;;;;;;;;
cipher suite; indicating that this server is vulnerable.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
It appears that TLSv1 or newer is supported on the server. However; the ;;;;;;;;;;;;;;;;;;;;;;;;
Fallback SCSV mechanism is not supported;" allowing connections to be """"rolled ";;;;;;;;;;;;;;;;;;;;;;;;
"back"""" to SSLv3.";;;;;;;;;;;;;;;;;;;;;;;;;
;,6.8;3.2;5.9;Medium;70574;CERT:577193;;15/10/2014;12/06/2020;;;;;;;;;;;;;;;;
81606;CVE-2015-0204;4.3;Medium;10.0.2.6;tcp;25;SSL/TLS EXPORT_RSA <= 512-bit Cipher Suites Supported (FREAK);The remote host supports a set of weak ciphers.;The remote host supports EXPORT_RSA cipher suites with keys less than;;;;;;;;;;;;;;;;
or equal to 512 bits. An attacker can factor a 512-bit RSA modulus in;;;;;;;;;;;;;;;;;;;;;;;;;
a short amount of time.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
A man-in-the middle attacker may be able to downgrade the session to;;;;;;;;;;;;;;;;;;;;;;;;;
use EXPORT_RSA cipher suites (e.g. CVE-2015-0204). Thus; it is;;;;;;;;;;;;;;;;;;;;;;;;
"recommended to remove support for weak cipher suites.""";Reconfigure the service to remove support for EXPORT_RSA cipher;;;;;;;;;;;;;;;;;;;;;;;;
"suites.""";https://www.smacktls.com/#freak;;;;;;;;;;;;;;;;;;;;;;;;
https://www.openssl.org/news/secadv/20150108.txt;;;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?b78da2c4""";;;;;;;;;;;;;;;;;;;;;;;;;
EXPORT_RSA cipher suites supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-DES-CBC-SHA               0x00; 0x08       RSA(512)      RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC2-CBC-MD5               0x00; 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC4-MD5                   0x00; 0x03       RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;,;"3.2""";;Medium;71936;CERT:243585;;04/03/2015;17/09/2018;;;;;;;;;;;;;;;;
83738;CVE-2015-4000;2.6;Low;10.0.2.6;tcp;25;SSL/TLS EXPORT_DHE <= 512-bit Export Cipher Suites Supported (Logjam);The remote host supports a set of weak ciphers.;The remote host supports EXPORT_DHE cipher suites with keys less than;;;;;;;;;;;;;;;;
or equal to 512 bits. Through cryptanalysis; a third party can find;;;;;;;;;;;;;;;;;;;;;;;;
the shared secret in a short amount of time.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
A man-in-the middle attacker may be able to downgrade the session to;;;;;;;;;;;;;;;;;;;;;;;;;
use EXPORT_DHE cipher suites. Thus; it is recommended to remove;;;;;;;;;;;;;;;;;;;;;;;;
"support for weak cipher suites.""";Reconfigure the service to remove support for EXPORT_DHE cipher;;;;;;;;;;;;;;;;;;;;;;;;
"suites.""";https://weakdh.org/;;;;;;;;;;;;;;;;;;;;;;;;
EXPORT_DHE cipher suites supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-EDH-RSA-DES-CBC-SHA       0x00; 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;,3.7;2.2;3.2;Low;74733;;;21/05/2015;26/11/2019;;;;;;;;;;;;;;;;
84574;;;None;10.0.2.6;tcp;80;Backported Security Patch Detection (PHP);Security patches have been backported.;Security patches may have been 'backported' to the remote PHP install;;;;;;;;;;;;;;;;
without changing its version number.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Banner-based checks have been disabled to avoid false positives.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this test is informational only and does not denote any;;;;;;;;;;;;;;;;;;;;;;;;;
"security problem.""";n/a;https://access.redhat.com/security/updates/backporting/?sc_cid=3093;;;;;;;;;;;;;;;;;;;;;;;
Give Nessus credentials to perform local checks.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;07/07/2015;07/07/2015;;;;;;;;;;;;;;;;;
86420;;;None;10.0.2.6;tcp;0;Ethernet MAC Addresses;This plugin gathers MAC addresses from various sources and;;;;;;;;;;;;;;;;;
"consolidates them into a list.""";This plugin gathers MAC addresses discovered from both remote probing;;;;;;;;;;;;;;;;;;;;;;;;
of the host (e.g. SNMP and Netbios) and from running local checks;;;;;;;;;;;;;;;;;;;;;;;;;
(e.g. ifconfig). It then consolidates the MAC addresses into a single;;;;;;;;;;;;;;;;;;;;;;;;;
unique;" and uniform list.""";n/a;;The following is a consolidated list of detected MAC addresses:;;;;;;;;;;;;;;;;;;;;;
  - 08:00:27:03:46:15;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;16/10/2015;13/05/2020;;;;;;;;;;;;;;;;;
89058;CVE-2016-0800;4.3;Medium;10.0.2.6;tcp;25;SSL DROWN Attack Vulnerability (Decrypting RSA with Obsolete and Weakened eNcryption);The remote host may be affected by a vulnerability that allows a;;;;;;;;;;;;;;;;;
"remote attacker to potentially decrypt captured TLS traffic.""";The remote host supports SSLv2 and therefore may be affected by a;;;;;;;;;;;;;;;;;;;;;;;;
vulnerability that allows a cross-protocol Bleichenbacher padding;;;;;;;;;;;;;;;;;;;;;;;;;
oracle attack known as DROWN (Decrypting RSA with Obsolete and;;;;;;;;;;;;;;;;;;;;;;;;;
Weakened eNcryption). This vulnerability exists due to a flaw in the;;;;;;;;;;;;;;;;;;;;;;;;;
Secure Sockets Layer Version 2 (SSLv2) implementation; and it allows;;;;;;;;;;;;;;;;;;;;;;;;
captured TLS traffic to be decrypted. A man-in-the-middle attacker can;;;;;;;;;;;;;;;;;;;;;;;;;
exploit this to decrypt the TLS connection by utilizing previously;;;;;;;;;;;;;;;;;;;;;;;;;
captured traffic and weak cryptography along with a series of;;;;;;;;;;;;;;;;;;;;;;;;;
specially crafted connections to an SSLv2 server that uses the same;;;;;;;;;;;;;;;;;;;;;;;;;
"private key.""";Disable SSLv2 and export grade cryptography cipher suites. Ensure that;;;;;;;;;;;;;;;;;;;;;;;;
private keys are not used anywhere with server software that supports;;;;;;;;;;;;;;;;;;;;;;;;;
"SSLv2 connections.""";https://drownattack.com/;;;;;;;;;;;;;;;;;;;;;;;;
"https://drownattack.com/drown-attack-paper.pdf""";;;;;;;;;;;;;;;;;;;;;;;;;
The remote host is affected by SSL DROWN and supports the following;;;;;;;;;;;;;;;;;;;;;;;;;
vulnerable cipher suites :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC-MD5                   0x06; 0x00; 0x40 RSA           RSA      DES-CBC(56)            MD5;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC2-CBC-MD5               0x04; 0x00; 0x80 RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC4-MD5                   0x02; 0x00; 0x80 RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-MD5                       0x01; 0x00; 0x80 RSA           RSA      RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;,5.9;3.2;5.2;Medium;83733;CERT:583776;;01/03/2016;20/11/2019;;;;;;;;;;;;;;;;
90317;;4.3;Medium;10.0.2.6;tcp;22;SSH Weak Algorithms Supported;The remote SSH server is configured to allow weak encryption;;;;;;;;;;;;;;;;;
"algorithms or no algorithm at all.""";Nessus has detected that the remote SSH server is configured to use;;;;;;;;;;;;;;;;;;;;;;;;
the Arcfour stream cipher or no cipher at all. RFC 4253 advises;;;;;;;;;;;;;;;;;;;;;;;;;
"against using Arcfour due to an issue with weak keys.""";Contact the vendor or consult product documentation to remove the weak;;;;;;;;;;;;;;;;;;;;;;;;
"ciphers.""";https://tools.ietf.org/html/rfc4253#section-6.3;;;;;;;;;;;;;;;;;;;;;;;;
The following weak server-to-client encryption algorithms are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  arcfour;;;;;;;;;;;;;;;;;;;;;;;;;
  arcfour128;;;;;;;;;;;;;;;;;;;;;;;;;
  arcfour256;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The following weak client-to-server encryption algorithms are supported : ;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  arcfour;;;;;;;;;;;;;;;;;;;;;;;;;
  arcfour128;;;;;;;;;;;;;;;;;;;;;;;;;
  arcfour256;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"Medium""";;;;04/04/2016;14/12/2016;;;;;;;;;;;;;;;;;
90509;CVE-2016-2118;6.8;Medium;10.0.2.6;tcp;445;Samba Badlock Vulnerability;An SMB server running on the remote host is affected by the Badlock;;;;;;;;;;;;;;;;;
"vulnerability.""";The version of Samba, a CIFS/SMB server for Linux and Unix, running on;;;;;;;;;;;;;;;;;;;;;;;;
the remote host is affected by a flaw; known as Badlock; that exists;;;;;;;;;;;;;;;;;;;;;;;
in the Security Account Manager (SAM) and Local Security;;;;;;;;;;;;;;;;;;;;;;;;;
Authority (Domain Policy) (LSAD) protocols due to improper;;;;;;;;;;;;;;;;;;;;;;;;;
authentication level negotiation over Remote Procedure Call (RPC);;;;;;;;;;;;;;;;;;;;;;;;;
channels. A man-in-the-middle attacker who is able to able to;;;;;;;;;;;;;;;;;;;;;;;;;
intercept the traffic between a client and a server hosting a SAM;;;;;;;;;;;;;;;;;;;;;;;;;
database can exploit this flaw to force a downgrade of the;;;;;;;;;;;;;;;;;;;;;;;;;
authentication level; which allows the execution of arbitrary Samba;;;;;;;;;;;;;;;;;;;;;;;;
network calls in the context of the intercepted user; such as viewing;;;;;;;;;;;;;;;;;;;;;;;;
or modifying sensitive security data in the Active Directory (AD);;;;;;;;;;;;;;;;;;;;;;;;;
"database or disabling critical services.""";Upgrade to Samba version 4.2.11 / 4.3.8 / 4.4.2 or later.;http://badlock.org;;;;;;;;;;;;;;;;;;;;;;;
"https://www.samba.org/samba/security/CVE-2016-2118.html""";;;;;;;;;;;;;;;;;;;;;;;;;
Nessus detected that the Samba Badlock patch has not been applied.;;;;;;;;;;;;;;;;;;;;;;;;;
;,7.5;5.0;6.5;Medium;86002;CERT:813296;;13/04/2016;20/11/2019;;;;;;;;;;;;;;;;
96982;;;None;10.0.2.6;tcp;445;Server Message Block (SMB) Protocol Version 1 Enabled (uncredentialed check);The remote Windows host supports the SMBv1 protocol.;The remote Windows host supports Server Message Block Protocol;;;;;;;;;;;;;;;;
version 1 (SMBv1). Microsoft recommends that users discontinue the use;;;;;;;;;;;;;;;;;;;;;;;;;
of SMBv1 due to the lack of security features that were included in;;;;;;;;;;;;;;;;;;;;;;;;;
later SMB versions. Additionally; the Shadow Brokers group reportedly;;;;;;;;;;;;;;;;;;;;;;;;
has an exploit that affects SMB;;;;;;;;;;;;;;;;;;;;;;;;;
affects SMBv1 or another version. In response to this; US-CERT;;;;;;;;;;;;;;;;;;;;;;;;
recommends that users disable SMBv1 per SMB best practices to mitigate;;;;;;;;;;;;;;;;;;;;;;;;;
