,No.,Time,Source,Destination,Protocol,Length,Info
6121,6122,68.910057787,10.0.2.7,10.0.2.8,TCP,489,"80  >  36390 [PSH, ACK] Seq=129453 Ack=2554 Win=12224 Len=423 TSval=4294958943 TSecr=2129739577 [TCP segment of a reassembled PDU]"
6122,6123,68.910057837,10.0.2.7,10.0.2.8,TCP,479,"80  >  36390 [PSH, ACK] Seq=129876 Ack=2554 Win=12224 Len=413 TSval=4294958943 TSecr=2129739577 [TCP segment of a reassembled PDU]"
6123,6124,68.910151765,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=130289 Win=204928 Len=0 TSval=2129739578 TSecr=4294958943
6124,6125,68.910213388,10.0.2.7,10.0.2.8,TCP,487,"80  >  36390 [PSH, ACK] Seq=130289 Ack=2554 Win=12224 Len=421 TSval=4294958943 TSecr=2129739577 [TCP segment of a reassembled PDU]"
6125,6126,68.910213437,10.0.2.7,10.0.2.8,TCP,484,"80  >  36390 [PSH, ACK] Seq=130710 Ack=2554 Win=12224 Len=418 TSval=4294958943 TSecr=2129739577 [TCP segment of a reassembled PDU]"
6126,6127,68.910213472,10.0.2.7,10.0.2.8,TCP,484,"80  >  36390 [PSH, ACK] Seq=131128 Ack=2554 Win=12224 Len=418 TSval=4294958943 TSecr=2129739577 [TCP segment of a reassembled PDU]"
6127,6128,68.910285324,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=131546 Win=204928 Len=0 TSval=2129739578 TSecr=4294958943
6128,6129,68.910411333,10.0.2.7,10.0.2.8,TCP,475,"80  >  36390 [PSH, ACK] Seq=131546 Ack=2554 Win=12224 Len=409 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6129,6130,68.910411392,10.0.2.7,10.0.2.8,TCP,487,"80  >  36390 [PSH, ACK] Seq=131955 Ack=2554 Win=12224 Len=421 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6130,6131,68.910411428,10.0.2.7,10.0.2.8,TCP,475,"80  >  36390 [PSH, ACK] Seq=132376 Ack=2554 Win=12224 Len=409 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6131,6132,68.91054751,10.0.2.7,10.0.2.8,TCP,479,"80  >  36390 [PSH, ACK] Seq=132785 Ack=2554 Win=12224 Len=413 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6132,6133,68.910547562,10.0.2.7,10.0.2.8,TCP,479,"80  >  36390 [PSH, ACK] Seq=133198 Ack=2554 Win=12224 Len=413 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6133,6134,68.910547605,10.0.2.7,10.0.2.8,TCP,489,"80  >  36390 [PSH, ACK] Seq=133611 Ack=2554 Win=12224 Len=423 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6134,6135,68.910547646,10.0.2.7,10.0.2.8,TCP,488,"80  >  36390 [PSH, ACK] Seq=134034 Ack=2554 Win=12224 Len=422 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6135,6136,68.910547683,10.0.2.7,10.0.2.8,TCP,480,"80  >  36390 [PSH, ACK] Seq=134456 Ack=2554 Win=12224 Len=414 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6136,6137,68.910555611,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=132785 Win=203776 Len=0 TSval=2129739578 TSecr=4294958943
6137,6138,68.910598204,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=134870 Win=204928 Len=0 TSval=2129739578 TSecr=4294958943
6138,6139,68.91062220399999,10.0.2.7,10.0.2.8,TCP,473,"80  >  36390 [PSH, ACK] Seq=134870 Ack=2554 Win=12224 Len=407 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6139,6140,68.910622279,10.0.2.7,10.0.2.8,TCP,477,"80  >  36390 [PSH, ACK] Seq=135277 Ack=2554 Win=12224 Len=411 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6140,6141,68.910708881,10.0.2.7,10.0.2.8,TCP,479,"80  >  36390 [PSH, ACK] Seq=135688 Ack=2554 Win=12224 Len=413 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6141,6142,68.910822892,10.0.2.7,10.0.2.8,TCP,479,"80  >  36390 [PSH, ACK] Seq=136101 Ack=2554 Win=12224 Len=413 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6142,6143,68.910822948,10.0.2.7,10.0.2.8,TCP,481,"80  >  36390 [PSH, ACK] Seq=136514 Ack=2554 Win=12224 Len=415 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6143,6144,68.91082298399999,10.0.2.7,10.0.2.8,TCP,485,"80  >  36390 [PSH, ACK] Seq=136929 Ack=2554 Win=12224 Len=419 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6144,6145,68.91082302,10.0.2.7,10.0.2.8,TCP,487,"80  >  36390 [PSH, ACK] Seq=137348 Ack=2554 Win=12224 Len=421 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6145,6146,68.910923813,10.0.2.7,10.0.2.8,TCP,479,"80  >  36390 [PSH, ACK] Seq=137769 Ack=2554 Win=12224 Len=413 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6146,6147,68.910923866,10.0.2.7,10.0.2.8,TCP,478,"80  >  36390 [PSH, ACK] Seq=138182 Ack=2554 Win=12224 Len=412 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6147,6148,68.911016654,10.0.2.7,10.0.2.8,TCP,487,"80  >  36390 [PSH, ACK] Seq=138594 Ack=2554 Win=12224 Len=421 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6148,6149,68.911016708,10.0.2.7,10.0.2.8,TCP,477,"80  >  36390 [PSH, ACK] Seq=139015 Ack=2554 Win=12224 Len=411 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6149,6150,68.91110530899999,10.0.2.7,10.0.2.8,TCP,489,"80  >  36390 [PSH, ACK] Seq=139426 Ack=2554 Win=12224 Len=423 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6150,6151,68.911105385,10.0.2.7,10.0.2.8,TCP,489,"80  >  36390 [PSH, ACK] Seq=139849 Ack=2554 Win=12224 Len=423 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6151,6152,68.911221373,10.0.2.7,10.0.2.8,TCP,486,"80  >  36390 [PSH, ACK] Seq=140272 Ack=2554 Win=12224 Len=420 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6152,6153,68.911221426,10.0.2.7,10.0.2.8,TCP,483,"80  >  36390 [PSH, ACK] Seq=140692 Ack=2554 Win=12224 Len=417 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6153,6154,68.911221463,10.0.2.7,10.0.2.8,TCP,486,"80  >  36390 [PSH, ACK] Seq=141109 Ack=2554 Win=12224 Len=420 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6154,6155,68.91122149899999,10.0.2.7,10.0.2.8,TCP,477,"80  >  36390 [PSH, ACK] Seq=141529 Ack=2554 Win=12224 Len=411 TSval=4294958943 TSecr=2129739578 [TCP segment of a reassembled PDU]"
6155,6156,68.9113237,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=141940 Win=204928 Len=0 TSval=2129739579 TSecr=4294958943
6156,6157,68.911616199,10.0.2.7,10.0.2.8,TCP,11708,"80  >  36390 [PSH, ACK] Seq=141940 Ack=2554 Win=12224 Len=11642 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6157,6158,68.911616234,10.0.2.7,10.0.2.8,TCP,485,"80  >  36390 [PSH, ACK] Seq=153582 Ack=2554 Win=12224 Len=419 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6158,6159,68.91161627,10.0.2.7,10.0.2.8,TCP,494,"80  >  36390 [PSH, ACK] Seq=154001 Ack=2554 Win=12224 Len=428 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6159,6160,68.911616306,10.0.2.7,10.0.2.8,TCP,484,"80  >  36390 [PSH, ACK] Seq=154429 Ack=2554 Win=12224 Len=418 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6160,6161,68.91169070699999,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=154847 Win=204928 Len=0 TSval=2129739579 TSecr=4294958943
6161,6162,68.911763938,10.0.2.7,10.0.2.8,TCP,491,"80  >  36390 [PSH, ACK] Seq=154847 Ack=2554 Win=12224 Len=425 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6162,6163,68.911764003,10.0.2.7,10.0.2.8,TCP,497,"80  >  36390 [PSH, ACK] Seq=155272 Ack=2554 Win=12224 Len=431 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6163,6164,68.911764041,10.0.2.7,10.0.2.8,TCP,489,"80  >  36390 [PSH, ACK] Seq=155703 Ack=2554 Win=12224 Len=423 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6164,6165,68.911764079,10.0.2.7,10.0.2.8,TCP,483,"80  >  36390 [PSH, ACK] Seq=156126 Ack=2554 Win=12224 Len=417 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6165,6166,68.91176412899999,10.0.2.7,10.0.2.8,TCP,493,"80  >  36390 [PSH, ACK] Seq=156543 Ack=2554 Win=12224 Len=427 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6166,6167,68.911801958,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=156970 Win=204928 Len=0 TSval=2129739579 TSecr=4294958943
6167,6168,68.911840265,10.0.2.7,10.0.2.8,TCP,152,"80  >  36390 [PSH, ACK] Seq=156970 Ack=2554 Win=12224 Len=86 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6168,6169,68.91187172800001,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=157056 Win=204928 Len=0 TSval=2129739579 TSecr=4294958943
6169,6170,68.912210128,10.0.2.7,10.0.2.8,TCP,146,"80  >  36390 [PSH, ACK] Seq=157056 Ack=2554 Win=12224 Len=80 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6170,6171,68.912210165,10.0.2.7,10.0.2.8,TCP,175,"80  >  36390 [PSH, ACK] Seq=157136 Ack=2554 Win=12224 Len=109 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6171,6172,68.912210199,10.0.2.7,10.0.2.8,TCP,128,"80  >  36390 [PSH, ACK] Seq=157245 Ack=2554 Win=12224 Len=62 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6172,6173,68.912363928,10.0.2.7,10.0.2.8,TCP,388,"80  >  36390 [PSH, ACK] Seq=157307 Ack=2554 Win=12224 Len=322 TSval=4294958943 TSecr=2129739579 [TCP segment of a reassembled PDU]"
6173,6174,68.912525313,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=157629 Win=204928 Len=0 TSval=2129739580 TSecr=4294958943
6174,6175,68.912870442,10.0.2.7,10.0.2.8,TCP,351,"80  >  36390 [PSH, ACK] Seq=157629 Ack=2554 Win=12224 Len=285 TSval=4294958943 TSecr=2129739580 [TCP segment of a reassembled PDU]"
6175,6176,68.913032055,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=157914 Win=204928 Len=0 TSval=2129739581 TSecr=4294958943
6176,6177,68.916173574,10.0.2.7,10.0.2.8,HTTP,71,HTTP/1.1 200 OK  (text/html)
6177,6178,68.916286373,10.0.2.8,10.0.2.7,TCP,66,36390  >  80 [ACK] Seq=2554 Ack=157919 Win=204928 Len=0 TSval=2129739584 TSecr=4294958943
6178,6179,69.163173075,10.0.2.8,172.67.74.120,TLSv1.3,93,Application Data
6179,6180,69.16791425699999,172.67.74.120,10.0.2.8,TLSv1.3,93,Application Data
6180,6181,69.16793388,10.0.2.8,172.67.74.120,TCP,54,44744  >  443 [ACK] Seq=1058 Ack=5207 Win=62780 Len=0
6181,6182,70.146229859,10.0.2.8,2.17.134.56,TCP,54,[TCP Keep-Alive] 37930  >  443 [ACK] Seq=916 Ack=6442 Win=62780 Len=0
6182,6183,70.146612169,2.17.134.56,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  37930 [ACK] Seq=6442 Ack=917 Win=31852 Len=0
6183,6184,71.167054948,10.0.2.8,104.22.27.77,TCP,54,[TCP Keep-Alive] 59134  >  80 [ACK] Seq=388 Ack=381 Win=63860 Len=0
6184,6185,71.167079016,10.0.2.8,23.214.200.118,TCP,54,[TCP Keep-Alive] 34842  >  443 [ACK] Seq=1064 Ack=147552 Win=65535 Len=0
6185,6186,71.167491423,104.22.27.77,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 80  >  59134 [ACK] Seq=381 Ack=389 Win=32380 Len=0
6186,6187,71.16749149,23.214.200.118,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  34842 [ACK] Seq=147552 Ack=1065 Win=31704 Len=0
6187,6188,71.422464027,10.0.2.8,216.58.211.35,TCP,54,[TCP Keep-Alive] 37062  >  80 [ACK] Seq=1509 Ack=2806 Win=63791 Len=0
6188,6189,71.422526447,10.0.2.8,93.184.220.29,TCP,54,[TCP Keep-Alive] 41994  >  80 [ACK] Seq=1484 Ack=3006 Win=63920 Len=0
6189,6190,71.422867546,216.58.211.35,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 80  >  37062 [ACK] Seq=2806 Ack=1510 Win=32768 Len=0
6190,6191,71.42286760100001,93.184.220.29,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 80  >  41994 [ACK] Seq=3006 Ack=1485 Win=32768 Len=0
6191,6192,71.679986716,10.0.2.8,23.223.109.74,TCP,54,[TCP Keep-Alive] 42054  >  443 [ACK] Seq=4065 Ack=12635 Win=62780 Len=0
6192,6193,71.680470524,23.223.109.74,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  42054 [ACK] Seq=12635 Ack=4066 Win=32768 Len=0
6193,6194,71.934681489,10.0.2.8,2.16.108.43,TCP,54,[TCP Keep-Alive] 45622  >  443 [ACK] Seq=2036 Ack=6028 Win=62780 Len=0
6194,6195,71.934702695,10.0.2.8,216.58.211.35,TCP,54,[TCP Keep-Alive] 37124  >  80 [ACK] Seq=1132 Ack=2105 Win=63882 Len=0
6195,6196,71.934709744,10.0.2.8,104.22.27.77,TCP,54,[TCP Keep-Alive] 59112  >  80 [ACK] Seq=375 Ack=405 Win=63836 Len=0
6196,6197,71.93472572,10.0.2.8,2.16.108.18,TCP,54,[TCP Keep-Alive] 49268  >  443 [ACK] Seq=1112 Ack=4281 Win=62780 Len=0
6197,6198,71.934891703,2.16.108.43,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  45622 [ACK] Seq=6028 Ack=2037 Win=32768 Len=0
6198,6199,71.935031989,216.58.211.35,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 80  >  37124 [ACK] Seq=2105 Ack=1133 Win=31636 Len=0
6199,6200,71.935032057,104.22.27.77,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 80  >  59112 [ACK] Seq=405 Ack=376 Win=32393 Len=0
6200,6201,71.9350321,2.16.108.18,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  49268 [ACK] Seq=4281 Ack=1113 Win=31656 Len=0
6201,6202,72.373478425,10.0.2.8,104.22.27.77,HTTP,533,GET /index.php/Top_10_2007-A3 HTTP/1.1 
6202,6203,72.388556081,104.22.27.77,10.0.2.8,HTTP,458,HTTP/1.1 301 Moved Permanently 
6203,6204,72.388596463,10.0.2.8,104.22.27.77,TCP,54,59112  >  80 [ACK] Seq=855 Ack=809 Win=63836 Len=0
6204,6205,72.390227289,10.0.2.8,80.58.61.250,DNS,73,Standard query 0x408e A www.owasp.org
6205,6206,72.396785669,80.58.61.250,10.0.2.8,DNS,121,Standard query response 0x408e A www.owasp.org A 104.22.26.77 A 172.67.10.39 A 104.22.27.77
6206,6207,72.397349212,10.0.2.8,104.22.27.77,TCP,74,55824  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=278415500 TSecr=0 WS=128
6207,6208,72.397405725,10.0.2.8,104.22.27.77,TCP,74,59246  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=278415500 TSecr=0 WS=128
6208,6209,72.403323027,104.22.27.77,10.0.2.8,TCP,60,"443  >  55824 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
6209,6210,72.40332307899999,104.22.27.77,10.0.2.8,TCP,60,"80  >  59246 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
6210,6211,72.403349499,10.0.2.8,104.22.27.77,TCP,54,55824  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
6211,6212,72.403364089,10.0.2.8,104.22.27.77,TCP,54,59246  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
6212,6213,72.403595321,10.0.2.8,104.22.27.77,HTTP,345,GET /.well-known/http-opportunistic HTTP/1.1 
6213,6214,72.405289126,10.0.2.8,104.22.27.77,TLSv1.3,648,Client Hello
6214,6215,72.41462459600001,104.22.27.77,10.0.2.8,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data"
6215,6216,72.414650102,10.0.2.8,104.22.27.77,TCP,54,55824  >  443 [ACK] Seq=595 Ack=213 Win=64028 Len=0
6216,6217,72.419069633,10.0.2.8,104.22.27.77,TLSv1.3,118,"Change Cipher Spec, Application Data"
6217,6218,72.422787329,10.0.2.8,104.22.27.77,TLSv1.3,241,Application Data
6218,6219,72.423236924,104.22.27.77,10.0.2.8,TCP,60,443  >  55824 [ACK] Seq=213 Ack=846 Win=31923 Len=0
6219,6220,72.424542042,104.22.27.77,10.0.2.8,TLSv1.3,566,"Application Data, Application Data"
6220,6221,72.424563925,10.0.2.8,104.22.27.77,TCP,54,55824  >  443 [ACK] Seq=846 Ack=725 Win=64028 Len=0
6221,6222,72.42865870899999,104.22.27.77,10.0.2.8,TLSv1.3,85,Application Data
6222,6223,72.428693778,10.0.2.8,104.22.27.77,TCP,54,55824  >  443 [ACK] Seq=846 Ack=756 Win=64028 Len=0
6223,6224,72.430912292,10.0.2.8,104.22.27.77,TLSv1.3,78,Application Data
6224,6225,72.430960352,10.0.2.8,104.22.27.77,TCP,54,"55824  >  443 [FIN, ACK] Seq=870 Ack=756 Win=64028 Len=0"
6225,6226,72.431354868,10.0.2.8,80.58.61.250,DNS,73,Standard query 0x907d A www.owasp.org
6226,6227,72.43144712,104.22.27.77,10.0.2.8,TCP,60,443  >  55824 [ACK] Seq=756 Ack=871 Win=31898 Len=0
6227,6228,72.43149888399999,10.0.2.8,104.22.27.77,TLSv1.3,93,Application Data
6228,6229,72.431781059,10.0.2.8,104.22.27.77,TLSv1.3,78,Application Data
6229,6230,72.431797453,10.0.2.8,104.22.27.77,TCP,54,"55720  >  443 [FIN, ACK] Seq=1270 Ack=1026 Win=64028 Len=0"
6230,6231,72.432126006,104.22.27.77,10.0.2.8,TCP,60,443  >  55720 [ACK] Seq=1026 Ack=1270 Win=31499 Len=0
6231,6232,72.43212606899999,104.22.27.77,10.0.2.8,TCP,60,443  >  55720 [ACK] Seq=1026 Ack=1271 Win=31498 Len=0
6232,6233,72.434308066,104.22.27.77,10.0.2.8,HTTP,629,HTTP/1.1 200 OK  (application/json)
6233,6234,72.434308129,104.22.27.77,10.0.2.8,TCP,60,"80  >  59246 [FIN, ACK] Seq=576 Ack=292 Win=32477 Len=0"
6234,6235,72.434357292,10.0.2.8,104.22.27.77,TCP,54,59246  >  80 [ACK] Seq=292 Ack=576 Win=63825 Len=0
6235,6236,72.436815712,104.22.27.77,10.0.2.8,TCP,60,"443  >  55720 [FIN, ACK] Seq=1026 Ack=1271 Win=31498 Len=0"
6236,6237,72.436868467,10.0.2.8,104.22.27.77,TCP,54,55720  >  443 [ACK] Seq=1271 Ack=1027 Win=64028 Len=0
6237,6238,72.436987735,104.22.27.77,10.0.2.8,TCP,60,"443  >  55824 [FIN, ACK] Seq=756 Ack=871 Win=31898 Len=0"
6238,6239,72.437012134,10.0.2.8,104.22.27.77,TCP,54,55824  >  443 [ACK] Seq=871 Ack=757 Win=64028 Len=0
6239,6240,72.442373261,80.58.61.250,10.0.2.8,DNS,121,Standard query response 0x907d A www.owasp.org A 104.22.27.77 A 104.22.26.77 A 172.67.10.39
6240,6241,72.447456317,10.0.2.8,104.22.27.77,TCP,54,"59246  >  80 [FIN, ACK] Seq=292 Ack=577 Win=63825 Len=0"
6241,6242,72.447689756,10.0.2.8,104.22.27.77,TCP,74,55828  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=278415550 TSecr=0 WS=128
6242,6243,72.45237416399999,104.22.27.77,10.0.2.8,TCP,60,80  >  59246 [ACK] Seq=577 Ack=293 Win=32476 Len=0
6243,6244,72.452374215,104.22.27.77,10.0.2.8,TCP,60,"443  >  55828 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
6244,6245,72.452411196,10.0.2.8,104.22.27.77,TCP,54,55828  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
6245,6246,72.463229685,10.0.2.8,104.22.27.77,TLSv1.3,648,Client Hello
6246,6247,72.463547533,10.0.2.8,104.22.27.77,TLSv1.3,179,Application Data
6247,6248,72.472012198,104.22.27.77,10.0.2.8,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data"
6248,6249,72.472034952,10.0.2.8,104.22.27.77,TCP,54,55828  >  443 [ACK] Seq=595 Ack=213 Win=64028 Len=0
6249,6250,72.47281230899999,10.0.2.8,104.22.27.77,TLSv1.3,118,"Change Cipher Spec, Application Data"
6250,6251,72.483130575,104.22.27.77,10.0.2.8,TLSv1.3,566,"Application Data, Application Data"
6251,6252,72.483148523,10.0.2.8,104.22.27.77,TCP,54,55828  >  443 [ACK] Seq=659 Ack=725 Win=64028 Len=0
6252,6253,72.488146092,10.0.2.8,104.22.27.77,TLSv1.3,224,Application Data
6253,6254,72.488200912,10.0.2.8,104.22.27.77,TLSv1.3,248,Application Data
6254,6255,72.488674113,104.22.27.77,10.0.2.8,TCP,60,443  >  55828 [ACK] Seq=725 Ack=1023 Win=31746 Len=0
6255,6256,72.489596943,10.0.2.8,104.22.27.77,TLSv1.3,85,Application Data
6256,6257,72.492718575,104.22.27.77,10.0.2.8,TLSv1.3,85,Application Data
6257,6258,72.492742167,10.0.2.8,104.22.27.77,TCP,54,55828  >  443 [ACK] Seq=1054 Ack=756 Win=64028 Len=0
6258,6259,72.502622421,104.22.27.77,10.0.2.8,TLSv1.3,529,"Application Data, Application Data"
6259,6260,72.50263570199999,10.0.2.8,104.22.27.77,TCP,54,55828  >  443 [ACK] Seq=1054 Ack=1231 Win=64028 Len=0
6260,6261,72.503083113,10.0.2.8,104.22.27.77,TLSv1.3,93,Application Data
6261,6262,72.503202543,10.0.2.8,104.22.27.77,TLSv1.3,78,Application Data
6262,6263,72.503514456,104.22.27.77,10.0.2.8,TCP,60,443  >  55828 [ACK] Seq=1231 Ack=1118 Win=31651 Len=0
6263,6264,72.507535921,104.22.27.77,10.0.2.8,TCP,60,"443  >  55828 [FIN, ACK] Seq=1231 Ack=1118 Win=31651 Len=0"
6264,6265,72.507604205,10.0.2.8,104.22.27.77,TCP,54,55828  >  443 [ACK] Seq=1118 Ack=1232 Win=64028 Len=0
6265,6266,72.512464055,104.22.27.77,10.0.2.8,TCP,60,443  >  55694 [ACK] Seq=1535537 Ack=8345 Win=32263 Len=0
6266,6267,72.606981615,104.22.27.77,10.0.2.8,TLSv1.3,741,"Application Data, Application Data"
6267,6268,72.606995145,10.0.2.8,104.22.27.77,TCP,54,55694  >  443 [ACK] Seq=8345 Ack=1536224 Win=65535 Len=0
6268,6269,72.613002797,10.0.2.8,104.22.27.77,TLSv1.3,136,Application Data
6269,6270,72.702410653,10.0.2.8,23.214.200.118,TCP,54,[TCP Keep-Alive] 34828  >  443 [ACK] Seq=1808 Ack=266050 Win=65535 Len=0
6270,6271,72.70279948,23.214.200.118,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  34828 [ACK] Seq=266050 Ack=1809 Win=32768 Len=0
6271,6272,72.763610553,104.22.27.77,10.0.2.8,TCP,60,443  >  55694 [ACK] Seq=1536224 Ack=8427 Win=32181 Len=0
6272,6273,72.768619669,104.22.27.77,10.0.2.8,TLSv1.3,208,Application Data
6273,6274,72.810462876,10.0.2.8,104.22.27.77,TCP,54,55694  >  443 [ACK] Seq=8427 Ack=1536378 Win=65535 Len=0
6274,6275,72.933047124,10.0.2.8,172.64.108.7,TLSv1.3,125,Application Data
6275,6276,72.945743077,172.64.108.7,10.0.2.8,TLSv1.3,278,Application Data
6276,6277,72.945765261,10.0.2.8,172.64.108.7,TCP,54,34328  >  443 [ACK] Seq=1459 Ack=8755 Win=62780 Len=0
6277,6278,72.95839746,10.0.2.8,151.101.132.133,TCP,54,[TCP Keep-Alive] 36254  >  443 [ACK] Seq=1391 Ack=122615 Win=65535 Len=0
6278,6279,72.95841934,10.0.2.8,151.101.132.133,TCP,54,[TCP Keep-Alive] 36248  >  443 [ACK] Seq=1383 Ack=1022710 Win=65535 Len=0
6279,6280,72.95842605899999,10.0.2.8,13.224.113.129,TCP,54,[TCP Keep-Alive] 52608  >  443 [ACK] Seq=1222 Ack=8547 Win=62780 Len=0
6280,6281,72.95867108899999,151.101.132.133,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  36254 [ACK] Seq=122615 Ack=1392 Win=31377 Len=0
6281,6282,72.958671142,151.101.132.133,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  36248 [ACK] Seq=1022710 Ack=1384 Win=31385 Len=0
6282,6283,72.958671181,13.224.113.129,10.0.2.8,TCP,60,[TCP Keep-Alive ACK] 443  >  52608 [ACK] Seq=8547 Ack=1223 Win=31546 Len=0
6283,6284,73.095685092,10.0.2.8,104.22.27.77,TLSv1.3,149,Application Data
6284,6285,73.09878127100001,10.0.2.8,104.22.27.77,TLSv1.3,149,Application Data
6285,6286,73.099294478,104.22.27.77,10.0.2.8,TCP,60,443  >  55694 [ACK] Seq=1536378 Ack=8617 Win=31991 Len=0
6286,6287,73.112300206,104.22.27.77,10.0.2.8,TCP,13194,"443  >  55694 [PSH, ACK] Seq=1536378 Ack=8617 Win=31991 Len=13140 [TCP segment of a reassembled PDU]"
6287,6288,73.112336904,10.0.2.8,104.22.27.77,TCP,54,55694  >  443 [ACK] Seq=8617 Ack=1549518 Win=65535 Len=0
6288,6289,73.113166932,104.22.27.77,10.0.2.8,TCP,1514,443  >  55694 [ACK] Seq=1549518 Ack=8617 Win=31991 Len=1460 [TCP segment of a reassembled PDU]
6289,6290,73.11317600699999,10.0.2.8,104.22.27.77,TCP,54,55694  >  443 [ACK] Seq=8617 Ack=1550978 Win=65535 Len=0
6290,6291,73.113556325,104.22.27.77,10.0.2.8,TLSv1.3,633,"Application Data, Application Data"
