;Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
619;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
620;Named pipe : Audiosrv;;;;;;;;;;;;;;;;;;;;;;;;;
621;;;;;;;;;;;;;;;;;;;;;;;;;;
622;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
623;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
624;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
625;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
626;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
627;Named pipe : dhcpcsvc;;;;;;;;;;;;;;;;;;;;;;;;;
628;;;;;;;;;;;;;;;;;;;;;;;;;;
629;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
630;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
631;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
632;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
633;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
634;Named pipe : dhcpcsvc6;;;;;;;;;;;;;;;;;;;;;;;;;
635;;;;;;;;;;;;;;;;;;;;;;;;;;
636;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
637;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
638;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
639;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
640;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
641;Named pipe : OLE5696CAA785244926A66EB6828186;;;;;;;;;;;;;;;;;;;;;;;;;
642;;;;;;;;;;;;;;;;;;;;;;;;;;
643;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
644;10736;;;None;10.0.2.5;tcp;445;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
645;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
646;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
647;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
648;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
649;The following DCERPC services are available remotely :;;;;;;;;;;;;;;;;;;;;;;;;;
650;;;;;;;;;;;;;;;;;;;;;;;;;;
651;Object UUID : 765294ba-60bc-48b8-92e9-89fd77769d91;;;;;;;;;;;;;;;;;;;;;;;;;
652;UUID : d95afe70-a6d5-4259-822e-2c84da1ddb0d; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
653;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
654;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
655;Named pipe : \PIPE\InitShutdown;;;;;;;;;;;;;;;;;;;;;;;;;
656;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
657;;;;;;;;;;;;;;;;;;;;;;;;;;
658;Object UUID : b08669ee-8cb5-43a5-a017-84fe00000000;;;;;;;;;;;;;;;;;;;;;;;;;
659;UUID : 76f226c3-ec14-4325-8a99-6a46348418af; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
660;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
661;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
662;Named pipe : \PIPE\InitShutdown;;;;;;;;;;;;;;;;;;;;;;;;;
663;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
664;;;;;;;;;;;;;;;;;;;;;;;;;;
665;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
666;UUID : 12345778-1234-abcd-ef00-0123456789ac; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
667;Description : Security Account Manager;;;;;;;;;;;;;;;;;;;;;;;;;
668;Windows process : lsass.exe;;;;;;;;;;;;;;;;;;;;;;;;;
669;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
670;Named pipe : \pipe\lsass;;;;;;;;;;;;;;;;;;;;;;;;;
671;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
672;;;;;;;;;;;;;;;;;;;;;;;;;;
673;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
674;UUID : 12345778-1234-abcd-ef00-0123456789ac; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
675;Description : Security Account Manager;;;;;;;;;;;;;;;;;;;;;;;;;
676;Windows process : lsass.exe;;;;;;;;;;;;;;;;;;;;;;;;;
677;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
678;Named pipe : \PIPE\protected_storage;;;;;;;;;;;;;;;;;;;;;;;;;
679;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
680;;;;;;;;;;;;;;;;;;;;;;;;;;
681;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
682;UUID : 0767a036-0d22-48aa-ba69-b619480f38cb; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
683;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
684;Annotation : PcaSvc;;;;;;;;;;;;;;;;;;;;;;;;;
685;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
686;Named pipe : \pipe\trkwks;;;;;;;;;;;;;;;;;;;;;;;;;
687;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
688;;;;;;;;;;;;;;;;;;;;;;;;;;
689;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
690;UUID : 1ff70682-0a51-30e8-076d-740be8cee98b; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
691;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
692;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
693;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
694;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
695;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
696;;;;;;;;;;;;;;;;;;;;;;;;;;
697;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
698;UUID : 378e52b0-c0a9-11cf-822d-00aa0051e40f; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
699;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
700;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
701;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
702;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
703;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
704;;;;;;;;;;;;;;;;;;;;;;;;;;
705;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
706;UUID : 86d35949-83c9-4044-b424-db363231fd0c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
707;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
708;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
709;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
710;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
711;;;;;;;;;;;;;;;;;;;;;;;;;;
712;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
713;UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
714;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
715;Annotation : IKE/Authip API;;;;;;;;;;;;;;;;;;;;;;;;;
716;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
717;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
718;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
719;;;;;;;;;;;;;;;;;;;;;;;;;;
720;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
721;UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
722;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
723;Annotation : IP Transition Configuration endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
724;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
725;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
726;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
727;;;;;;;;;;;;;;;;;;;;;;;;;;
728;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
729;UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
730;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
731;Annotation : XactSrv service;;;;;;;;;;;;;;;;;;;;;;;;;
732;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
733;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
734;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
735;;;;;;;;;;;;;;;;;;;;;;;;;;
736;Object UUID : 73736573-6f69-656e-6e76-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
737;UUID : c9ac6db5-82b7-4e55-ae8a-e464ed7b4277; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
738;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
739;Annotation : Impl friendly name;;;;;;;;;;;;;;;;;;;;;;;;;
740;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
741;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
742;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
743;;;;;;;;;;;;;;;;;;;;;;;;;;
744;Object UUID : 73736573-6f69-656e-6e76-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
745;UUID : c9ac6db5-82b7-4e55-ae8a-e464ed7b4277; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
746;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
747;Annotation : Impl friendly name;;;;;;;;;;;;;;;;;;;;;;;;;
748;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
749;Named pipe : \PIPE\srvsvc;;;;;;;;;;;;;;;;;;;;;;;;;
750;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
751;;;;;;;;;;;;;;;;;;;;;;;;;;
752;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
753;UUID : 30b044a5-a225-43f0-b3a4-e060df91f9c1; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
754;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
755;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
756;Named pipe : \PIPE\atsvc;;;;;;;;;;;;;;;;;;;;;;;;;
757;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
758;;;;;;;;;;;;;;;;;;;;;;;;;;
759;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
760;UUID : 30b044a5-a225-43f0-b3a4-e060df91f9c1; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
761;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
762;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
763;Named pipe : \PIPE\srvsvc;;;;;;;;;;;;;;;;;;;;;;;;;
764;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
765;;;;;;;;;;;;;;;;;;;;;;;;;;
766;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
767;UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
768;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
769;Annotation : Event log TCPIP;;;;;;;;;;;;;;;;;;;;;;;;;
770;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
771;Named pipe : \pipe\eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
772;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
773;;;;;;;;;;;;;;;;;;;;;;;;;;
774;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
775;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
776;Description : DHCP Client Service;;;;;;;;;;;;;;;;;;;;;;;;;
777;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
778;Annotation : DHCP Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
779;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
780;Named pipe : \pipe\eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
781;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
782;;;;;;;;;;;;;;;;;;;;;;;;;;
783;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
784;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
785;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
786;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
787;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
788;Named pipe : \pipe\eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
789;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
790;;;;;;;;;;;;;;;;;;;;;;;;;;
791;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
792;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
793;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
794;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
795;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
796;Named pipe : \pipe\eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
797;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
798;;;;;;;;;;;;;;;;;;;;;;;;;;
799;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
800;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
801;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
802;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
803;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
804;Named pipe : \pipe\eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
805;Netbios name : \\HETEAM;;;;;;;;;;;;;;;;;;;;;;;;;
806;;;;;;;;;;;;;;;;;;;;;;;;;;
807;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
808;10736;;;None;10.0.2.5;tcp;49152;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
809;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
810;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
811;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
812;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
813;The following DCERPC services are available on TCP port 49152 :;;;;;;;;;;;;;;;;;;;;;;;;;
814;;;;;;;;;;;;;;;;;;;;;;;;;;
815;Object UUID : 765294ba-60bc-48b8-92e9-89fd77769d91;;;;;;;;;;;;;;;;;;;;;;;;;
816;UUID : d95afe70-a6d5-4259-822e-2c84da1ddb0d; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
817;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
818;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
819;TCP Port : 49152;;;;;;;;;;;;;;;;;;;;;;;;;
820;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
821;;;;;;;;;;;;;;;;;;;;;;;;;;
822;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
823;10736;;;None;10.0.2.5;tcp;49153;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
824;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
825;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
826;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
827;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
828;The following DCERPC services are available on TCP port 49153 :;;;;;;;;;;;;;;;;;;;;;;;;;
829;;;;;;;;;;;;;;;;;;;;;;;;;;
830;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
831;UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
832;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
833;Annotation : Event log TCPIP;;;;;;;;;;;;;;;;;;;;;;;;;
834;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
835;TCP Port : 49153;;;;;;;;;;;;;;;;;;;;;;;;;
836;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
837;;;;;;;;;;;;;;;;;;;;;;;;;;
838;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
839;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
840;Description : DHCP Client Service;;;;;;;;;;;;;;;;;;;;;;;;;
841;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
842;Annotation : DHCP Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
843;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
844;TCP Port : 49153;;;;;;;;;;;;;;;;;;;;;;;;;
845;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
846;;;;;;;;;;;;;;;;;;;;;;;;;;
847;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
848;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
849;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
850;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
851;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
852;TCP Port : 49153;;;;;;;;;;;;;;;;;;;;;;;;;
853;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
854;;;;;;;;;;;;;;;;;;;;;;;;;;
855;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
856;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
857;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
858;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
859;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
860;TCP Port : 49153;;;;;;;;;;;;;;;;;;;;;;;;;
861;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
862;;;;;;;;;;;;;;;;;;;;;;;;;;
863;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
864;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
865;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
866;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
867;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
868;TCP Port : 49153;;;;;;;;;;;;;;;;;;;;;;;;;
869;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
870;;;;;;;;;;;;;;;;;;;;;;;;;;
871;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
872;10736;;;None;10.0.2.5;tcp;49154;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
873;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
874;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
875;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
876;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
877;The following DCERPC services are available on TCP port 49154 :;;;;;;;;;;;;;;;;;;;;;;;;;
878;;;;;;;;;;;;;;;;;;;;;;;;;;
879;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
880;UUID : 86d35949-83c9-4044-b424-db363231fd0c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
881;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
882;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
883;TCP Port : 49154;;;;;;;;;;;;;;;;;;;;;;;;;
884;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
885;;;;;;;;;;;;;;;;;;;;;;;;;;
886;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
887;UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
888;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
889;Annotation : IKE/Authip API;;;;;;;;;;;;;;;;;;;;;;;;;
890;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
891;TCP Port : 49154;;;;;;;;;;;;;;;;;;;;;;;;;
892;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
893;;;;;;;;;;;;;;;;;;;;;;;;;;
894;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
895;UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
896;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
897;Annotation : IP Transition Configuration endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
898;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
899;TCP Port : 49154;;;;;;;;;;;;;;;;;;;;;;;;;
900;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
901;;;;;;;;;;;;;;;;;;;;;;;;;;
902;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
903;UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
904;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
905;Annotation : XactSrv service;;;;;;;;;;;;;;;;;;;;;;;;;
906;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
907;TCP Port : 49154;;;;;;;;;;;;;;;;;;;;;;;;;
908;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
909;;;;;;;;;;;;;;;;;;;;;;;;;;
910;Object UUID : 73736573-6f69-656e-6e76-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
911;UUID : c9ac6db5-82b7-4e55-ae8a-e464ed7b4277; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
912;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
913;Annotation : Impl friendly name;;;;;;;;;;;;;;;;;;;;;;;;;
914;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
915;TCP Port : 49154;;;;;;;;;;;;;;;;;;;;;;;;;
916;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
917;;;;;;;;;;;;;;;;;;;;;;;;;;
918;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
919;UUID : 30b044a5-a225-43f0-b3a4-e060df91f9c1; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
920;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
921;Type : Remote RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
922;TCP Port : 49154;;;;;;;;;;;;;;;;;;;;;;;;;
923;IP : 10.0.2.5;;;;;;;;;;;;;;;;;;;;;;;;;
924;;;;;;;;;;;;;;;;;;;;;;;;;;
925;;,;,;"None""";;;;26/08/2001;22/01/2020;;;;;;;;;;;;;;;;;
926;10736;;;None;10.0.2.5;tcp;49155;DCE Services Enumeration;A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper;;;;;;;;;;;;;;;;
927;PIPE) it was possible to enumerate the Distributed Computing;;;;;;;;;;;;;;;;;;;;;;;;;
928;Environment (DCE) services running on the remote port. Using this;;;;;;;;;;;;;;;;;;;;;;;;;
929;information it is possible to connect and bind to each service by;;;;;;;;;;;;;;;;;;;;;;;;;
930;"sending an RPC request to the remote port/pipe.""";;;;;;;;;;;;;;;;;;;;;;;;;
931;The following DCERPC services are available on TCP port 49155 :;;;;;;;;;;;;;;;;;;;;;;;;;
932;;;;;;;;;;;;;;;;;;;;;;;;;;
