;Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
1703;            </table>;;;;;;;;;;;;;;;;;;;;;;;;;
1704;;;;;;;;;;;;;;;;;;;;;;;;;;
1705;	    <br />;;;;;;;;;;;;;;;;;;;;;;;;;
1706;"            <table width=""""100%"""" border=""""1"""" cellspacing=""""0"""" cellpadding=""""3"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1707;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1708;		  <th>Documentation</th>;;;;;;;;;;;;;;;;;;;;;;;;;
1709;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1710;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1711;"                  <td class=""""menu"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1712;"                    <a href=""""RELEASE-NOTES.txt"""">Release&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1713;"                    <a href=""""tomcat-docs/changelog.html"""">Change&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1714;"                    <a href=""""tomcat-docs"""">Tomcat&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1715;                    &nbsp;;;;;;;;;;;;;;;;;;;;;;;;;
1716;		    </td>;;;;;;;;;;;;;;;;;;;;;;;;;
1717;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1718;            </table>;;;;;;;;;;;;;;;;;;;;;;;;;
1719;	    ;;;;;;;;;;;;;;;;;;;;;;;;;
1720;            <br/>;;;;;;;;;;;;;;;;;;;;;;;;;
1721;"            <table width=""""100%"""" border=""""1"""" cellspacing=""""0"""" cellpadding=""""3"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1722;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1723;                  <th>Tomcat Online</th>;;;;;;;;;;;;;;;;;;;;;;;;;
1724;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1725;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1726;"                  <td class=""""menu"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1727;"                    <a href=""""http://tomcat.apache.org/"""">Home&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1728;"		    <a href=""""http://tomcat.apache.org/faq/"""">FAQ</a><br/>";;;;;;;;;;;;;;;;;;;;;;;;;
1729;"                    <a href=""""http://tomcat.apache.org/bugreport.html"""">Bug&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1730;"                    <a href=""""http://issues.apache.org/bugzilla/buglist.cgi?bug_status=UNCONFIRMED&amp";;;;;;;;;;;;;;;;;;;;;;;;;
1731;"                    <a href=""""http://mail-archives.apache.org/mod_mbox/tomcat-users/"""">Users&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1732;"                    <a href=""""http://mail-archives.apache.org/mod_mbox/tomcat-dev/"""">Developers&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1733;"                    <a href=""""irc://irc.freenode.net/#tomcat"""">IRC</a><br/>";;;;;;;;;;;;;;;;;;;;;;;;;
1734;		    &nbsp;;;;;;;;;;;;;;;;;;;;;;;;;
1735;                  </td>;;;;;;;;;;;;;;;;;;;;;;;;;
1736;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1737;            </table>;;;;;;;;;;;;;;;;;;;;;;;;;
1738;	    ;;;;;;;;;;;;;;;;;;;;;;;;;
1739;            <br/>;;;;;;;;;;;;;;;;;;;;;;;;;
1740;"            <table width=""""100%"""" border=""""1"""" cellspacing=""""0"""" cellpadding=""""3"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1741;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1742;                  <th>Examples</th>;;;;;;;;;;;;;;;;;;;;;;;;;
1743;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1744;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1745;"                  <td class=""""menu"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1746;"                    <a href=""""jsp-examples/"""">JSP&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1747;"                    <a href=""""servlets-examples/"""">Servlet&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1748;"                    <a href=""""webdav/"""">WebDAV&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1749;     		    &nbsp;;;;;;;;;;;;;;;;;;;;;;;;;
1750;                  </td>;;;;;;;;;;;;;;;;;;;;;;;;;
1751;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1752;            </table>;;;;;;;;;;;;;;;;;;;;;;;;;
1753;	    ;;;;;;;;;;;;;;;;;;;;;;;;;
1754;            <br/>;;;;;;;;;;;;;;;;;;;;;;;;;
1755;"            <table width=""""100%"""" border=""""1"""" cellspacing=""""0"""" cellpadding=""""3"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1756;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1757;		  <th>Miscellaneous</th>;;;;;;;;;;;;;;;;;;;;;;;;;
1758;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1759;                <tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1760;"                  <td class=""""menu"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1761;"                    <a href=""""http://java.sun.com/products/jsp"""">Sun's&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1762;"                    <a href=""""http://java.sun.com/products/servlet"""">Sun's&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1763;    		    &nbsp;;;;;;;;;;;;;;;;;;;;;;;;;
1764;                  </td>;;;;;;;;;;;;;;;;;;;;;;;;;
1765;                </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1766;            </table>;;;;;;;;;;;;;;;;;;;;;;;;;
1767;        </td>;;;;;;;;;;;;;;;;;;;;;;;;;
1768;;;;;;;;;;;;;;;;;;;;;;;;;;
1769;"        <td style=""""width:20px"""">&nbsp";;;;;;;;;;;;;;;;;;;;;;;;;
1770;	;;;;;;;;;;;;;;;;;;;;;;;;;
1771;        <!-- Body -->;;;;;;;;;;;;;;;;;;;;;;;;;
1772;"        <td align=""""left"""" valign=""""top"""">";;;;;;;;;;;;;;;;;;;;;;;;;
1773;"          <p id=""""congrats"""">If you're seeing this page via a web browser"; it means you've setup Tomcat successfully. Congratulations!</p>;;;;;;;;;;;;;;;;;;;;;;;;
1774; ;;;;;;;;;;;;;;;;;;;;;;;;;
1775;          <p>As you may have guessed by now; this is the default Tomcat home page. It can be found on the local filesystem at:</p>;;;;;;;;;;;;;;;;;;;;;;;;
1776;"          <p class=""""code"""">$CATALINA_HOME/webapps/ROOT/index.jsp</p>";;;;;;;;;;;;;;;;;;;;;;;;;
1777;	  ;;;;;;;;;;;;;;;;;;;;;;;;;
1778;"          <p>where """"$CATALINA_HOME"""" is the root of the Tomcat installation directory. If you're seeing this page"; and you don't think you should be; then either you're either a user who has arrived at new installation of Tomcat; or you're an administrator who hasn't got his/her setup quite right. Providing the latter is the case;" please refer to the <a href=""""tomcat-docs"""">Tomcat Documentation</a> for more detailed setup and administration information than is found in the INSTALL file.</p>";;;;;;;;;;;;;;;;;;;;;
1779;;;;;;;;;;;;;;;;;;;;;;;;;;
1780;            <p><b>NOTE:</b> This page is precompiled. If you change it; this page will not change since;;;;;;;;;;;;;;;;;;;;;;;;
1781;                  it was compiled into a servlet at build time.;;;;;;;;;;;;;;;;;;;;;;;;;
1782;                  (See <tt>$CATALINA_HOME/webapps/ROOT/WEB-INF/web.xml</tt> as to how it was mapped.);;;;;;;;;;;;;;;;;;;;;;;;;
1783;            </p>;;;;;;;;;;;;;;;;;;;;;;;;;
1784;;;;;;;;;;;;;;;;;;;;;;;;;;
1785;            <p><b>NOTE: For security reasons; using the administration webapp;;;;;;;;;;;;;;;;;;;;;;;;
1786;"            is restricted to users with role """"admin"""". The manager webapp";;;;;;;;;;;;;;;;;;;;;;;;;
1787;"            is restricted to users with role """"manager"""".</b>";;;;;;;;;;;;;;;;;;;;;;;;;
1788;            Users are defined in <code>$CATALINA_HOME/conf/tomcat-users.xml</code>.</p>;;;;;;;;;;;;;;;;;;;;;;;;;
1789;;;;;;;;;;;;;;;;;;;;;;;;;;
1790;            <p>Included with this release are a host of sample Servlets and JSPs (with associated source code); extensive documentation (including the Servlet 2.4 and JSP 2.0 API JavaDoc); and an introductory guide to developing web applications.</p>;;;;;;;;;;;;;;;;;;;;;;;
1791;;;;;;;;;;;;;;;;;;;;;;;;;;
1792;            <p>Tomcat mailing lists are available at the Tomcat project web site:</p>;;;;;;;;;;;;;;;;;;;;;;;;;
1793;;;;;;;;;;;;;;;;;;;;;;;;;;
1794;           <ul>;;;;;;;;;;;;;;;;;;;;;;;;;
1795;"               <li><b><a href=""""mailto:users@tomcat.apache.org"""">users@tomcat.apache.org</a></b> for general questions related to configuring and using Tomcat</li>";;;;;;;;;;;;;;;;;;;;;;;;;
1796;"               <li><b><a href=""""mailto:dev@tomcat.apache.org"""">dev@tomcat.apache.org</a></b> for developers working on Tomcat</li>";;;;;;;;;;;;;;;;;;;;;;;;;
1797;           </ul>;;;;;;;;;;;;;;;;;;;;;;;;;
1798;;;;;;;;;;;;;;;;;;;;;;;;;;
1799;            <p>Thanks for using Tomcat!</p>;;;;;;;;;;;;;;;;;;;;;;;;;
1800;;;;;;;;;;;;;;;;;;;;;;;;;;
1801;"            <p id=""""footer""""><img src=""""tomcat-power.gif"""" width=""""77"""" height=""""80"""" alt=""""Powered by Tomcat""""/><br/>";;;;;;;;;;;;;;;;;;;;;;;;;
1802;	    &nbsp;;;;;;;;;;;;;;;;;;;;;;;;;
1803;;;;;;;;;;;;;;;;;;;;;;;;;;
1804;	    Copyright &copy;;;;;;;;;;;;;;;;;;;;;;;;;
1805;            All Rights Reserved;;;;;;;;;;;;;;;;;;;;;;;;;
1806;            </p>;;;;;;;;;;;;;;;;;;;;;;;;;
1807;        </td>;;;;;;;;;;;;;;;;;;;;;;;;;
1808;;;;;;;;;;;;;;;;;;;;;;;;;;
1809;    </tr>;;;;;;;;;;;;;;;;;;;;;;;;;
1810;</table>;;;;;;;;;;;;;;;;;;;;;;;;;
1811;;;;;;;;;;;;;;;;;;;;;;;;;;
1812;</body>;;;;;;;;;;;;;;;;;;;;;;;;;
1813;</html>;;;;;;;;;;;;;;;;;;;;;;;;;
1814;;,;,;"None""";;;;30/01/2007;22/11/2019;;;;;;;;;;;;;;;;;
1815;25220;;;None;10.0.2.6;tcp;0;TCP/IP Timestamps Supported;The remote service implements TCP timestamps.;The remote host implements TCP timestamps, as defined by RFC1323.  A;;;;;;;;;;;;;;;;
1816;side effect of this feature is that the uptime of the remote host can;;;;;;;;;;;;;;;;;;;;;;;;;
1817;"sometimes be computed.""";;http://www.ietf.org/rfc/rfc1323.txt;;;;;;None;;;;16/05/2007;06/03/2019;;;;;;;;;;;;
1818;25240;;;None;10.0.2.6;tcp;445;Samba Server Detection;An SMB server is running on the remote host.;The remote host is running Samba, a CIFS/SMB server for Linux and;;;;;;;;;;;;;;;;
1819;"Unix.""";;https://www.samba.org/;;;;;;None;;;;16/05/2007;22/11/2019;;;;;;;;;;;;
1820;26024;;;None;10.0.2.6;tcp;5432;PostgreSQL Server Detection;A database service is listening on the remote host.;The remote service is a PostgreSQL database server, or a derivative;;;;;;;;;;;;;;;;
1821;"such as EnterpriseDB.""";Limit incoming traffic to this port if desired.;https://www.postgresql.org/;;;;;;None;;;;14/09/2007;22/11/2019;;;;;;;;;;;;
1822;26928;;4.3;Medium;10.0.2.6;tcp;25;SSL Weak Cipher Suites Supported;The remote service supports the use of weak SSL ciphers.;The remote host supports the use of SSL ciphers that offer weak;;;;;;;;;;;;;;;;
1823;encryption.;;;;;;;;;;;;;;;;;;;;;;;;;
1824;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;Note: This is considerably easier to exploit if the attacker is on the;;;;;;;;;;;;;;;;;;;;;;;;;
1826;"same physical network.""";Reconfigure the affected application, if possible to avoid the use of;;;;;;;;;;;;;;;;;;;;;;;;
1827;"weak ciphers.""";http://www.nessus.org/u?6527892d;;;;;;;;;;;;;;;;;;;;;;;;
1828;Here is the list of weak SSL ciphers supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
1829;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
1831;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
1833;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
1834;    DES-CBC-MD5                   0x06; 0x00; 0x40 RSA           RSA      DES-CBC(56)            MD5;;;;;;;;;;;;;;;;;;;;;;;
1835;    EXP-RC2-CBC-MD5               0x04; 0x00; 0x80 RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;
1836;    EXP-RC4-MD5                   0x02; 0x00; 0x80 RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;
1837;    EXP-EDH-RSA-DES-CBC-SHA       0x00; 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
1838;    EDH-RSA-DES-CBC-SHA           0x00; 0x15       DH            RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1839;    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
1840;    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
1841;    ADH-DES-CBC-SHA               0x00; 0x1A       DH            None     DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1842;    EXP-DES-CBC-SHA               0x00; 0x08       RSA(512)      RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
1843;    EXP-RC2-CBC-MD5               0x00; 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
1844;    EXP-RC4-MD5                   0x00; 0x03       RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
1845;    DES-CBC-SHA                   0x00; 0x09       RSA           RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1846;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
1848;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
1850;  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
1851;  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
1852;  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
1853;  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
1854;  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
1855;  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
1856;;,5.3;;;Medium;;CWE:326;;;;;;;;;;;;;;;;;;;
1857;31705;CVE-2007-1858;2.6;Low;10.0.2.6;tcp;25;SSL Anonymous Cipher Suites Supported;The remote service supports the use of anonymous SSL ciphers.;The remote host supports the use of anonymous SSL ciphers. While this;;;;;;;;;;;;;;;;
1858;enables an administrator to set up a service that encrypts traffic;;;;;;;;;;;;;;;;;;;;;;;;;
1859;without having to generate and configure SSL certificates; it offers;;;;;;;;;;;;;;;;;;;;;;;;
1860;no way to verify the remote host's identity and renders the service;;;;;;;;;;;;;;;;;;;;;;;;;
1861;vulnerable to a man-in-the-middle attack.;;;;;;;;;;;;;;;;;;;;;;;;;
1862;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;Note: This is considerably easier to exploit if the attacker is on the;;;;;;;;;;;;;;;;;;;;;;;;;
1864;"same physical network.""";Reconfigure the affected application if possible to avoid use of weak;;;;;;;;;;;;;;;;;;;;;;;;
1865;"ciphers.""";http://www.nessus.org/u?3a040ada;;;;;;;;;;;;;;;;;;;;;;;;
1866;The following is a list of SSL anonymous ciphers supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
1867;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
1869;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
1871;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
1872;    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
1873;    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
1874;    ADH-DES-CBC-SHA               0x00; 0x1A       DH            None     DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1875;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
1877;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
1879;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
1880;    ADH-DES-CBC3-SHA              0x00; 0x1B       DH            None     3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1881;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
1883;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
1885;    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
1886;    ADH-AES128-SHA                0x00; 0x34       DH            None     AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1887;    ADH-AES256-SHA                0x00; 0x3A       DH            None     AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
1888;    ADH-RC4-MD5                   0x00; 0x18       DH            None     RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;;
1889;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
1891;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
1893;  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
1894;  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
1895;  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
1896;  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
1897;  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
1898;  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
1899;;,5.9;1.9;5.2;Low;28482;;;28/03/2008;06/04/2020;;;;;;;;;;;;;;;;
1900;32314;CVE-2008-0166;10.0;Critical;10.0.2.6;tcp;22;Debian OpenSSH/OpenSSL Package Random Number Generator Weakness;The remote SSH host keys are weak.;The remote SSH host key has been generated on a Debian ;;;;;;;;;;;;;;;;
1901;or Ubuntu system which contains a bug in the random number;;;;;;;;;;;;;;;;;;;;;;;;;
1902;generator of its OpenSSL library.;;;;;;;;;;;;;;;;;;;;;;;;;
1903;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;The problem is due to a Debian packager removing nearly all;;;;;;;;;;;;;;;;;;;;;;;;;
1905;sources of entropy in the remote version of OpenSSL.;;;;;;;;;;;;;;;;;;;;;;;;;
1906;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;An attacker can easily obtain the private part of the remote;;;;;;;;;;;;;;;;;;;;;;;;;
1908;key and use this to set up decipher the remote session  or;;;;;;;;;;;;;;;;;;;;;;;;;
1909;"set up a man in the middle attack.""";Consider all cryptographic material generated on the remote host;;;;;;;;;;;;;;;;;;;;;;;;
1910;to be guessable. In particuliar; all SSH; SSL and OpenVPN key;;;;;;;;;;;;;;;;;;;;;;;
1911;"material should be re-generated.""";http://www.nessus.org/u?107f9bdc;;;;;;;;;;;;;;;;;;;;;;;;
1912;"http://www.nessus.org/u?f14f4224""";;;;8.3;;Critical;29179;CWE:310;;14/05/2008;15/11/2018;;true;;;;;;;;;;;;
1913;32321;CVE-2008-0166;10.0;Critical;10.0.2.6;tcp;25;Debian OpenSSH/OpenSSL Package Random Number Generator Weakness (SSL check);The remote SSL certificate uses a weak key.;The remote x509 certificate on the remote SSL server has been generated;;;;;;;;;;;;;;;;
1914;on a Debian or Ubuntu system which contains a bug in the random number;;;;;;;;;;;;;;;;;;;;;;;;;
1915;generator of its OpenSSL library. ;;;;;;;;;;;;;;;;;;;;;;;;;
1916;;;;;;;;;;;;;;;;;;;;;;;;;;
1917;The problem is due to a Debian packager removing nearly all sources of;;;;;;;;;;;;;;;;;;;;;;;;;
1918;entropy in the remote version of OpenSSL. ;;;;;;;;;;;;;;;;;;;;;;;;;
1919;;;;;;;;;;;;;;;;;;;;;;;;;;
1920;An attacker can easily obtain the private part of the remote key and use;;;;;;;;;;;;;;;;;;;;;;;;;
1921;this to decipher the remote session or set up a man in the middle;;;;;;;;;;;;;;;;;;;;;;;;;
1922;"attack.""";Consider all cryptographic material generated on the remote host to be;;;;;;;;;;;;;;;;;;;;;;;;
1923;guessable.  In particuliar; all SSH; SSL and OpenVPN key material should;;;;;;;;;;;;;;;;;;;;;;;
1924;"be re-generated.""";http://www.nessus.org/u?107f9bdc;;;;;;;;;;;;;;;;;;;;;;;;
1925;"http://www.nessus.org/u?f14f4224""";;;;8.3;;Critical;29179;CWE:310;;15/05/2008;15/11/2018;;true;;;;;;;;;;;;
1926;32321;CVE-2008-0166;10.0;Critical;10.0.2.6;tcp;5432;Debian OpenSSH/OpenSSL Package Random Number Generator Weakness (SSL check);The remote SSL certificate uses a weak key.;The remote x509 certificate on the remote SSL server has been generated;;;;;;;;;;;;;;;;
1927;on a Debian or Ubuntu system which contains a bug in the random number;;;;;;;;;;;;;;;;;;;;;;;;;
1928;generator of its OpenSSL library. ;;;;;;;;;;;;;;;;;;;;;;;;;
1929;;;;;;;;;;;;;;;;;;;;;;;;;;
1930;The problem is due to a Debian packager removing nearly all sources of;;;;;;;;;;;;;;;;;;;;;;;;;
1931;entropy in the remote version of OpenSSL. ;;;;;;;;;;;;;;;;;;;;;;;;;
1932;;;;;;;;;;;;;;;;;;;;;;;;;;
1933;An attacker can easily obtain the private part of the remote key and use;;;;;;;;;;;;;;;;;;;;;;;;;
1934;this to decipher the remote session or set up a man in the middle;;;;;;;;;;;;;;;;;;;;;;;;;
1935;"attack.""";Consider all cryptographic material generated on the remote host to be;;;;;;;;;;;;;;;;;;;;;;;;
1936;guessable.  In particuliar; all SSH; SSL and OpenVPN key material should;;;;;;;;;;;;;;;;;;;;;;;
1937;"be re-generated.""";http://www.nessus.org/u?107f9bdc;;;;;;;;;;;;;;;;;;;;;;;;
1938;"http://www.nessus.org/u?f14f4224""";;;;8.3;;Critical;29179;CWE:310;;15/05/2008;15/11/2018;;true;;;;;;;;;;;;
1939;33850;;10.0;Critical;10.0.2.6;tcp;0;Unix Operating System Unsupported Version Detection;The operating system running on the remote host is no longer;;;;;;;;;;;;;;;;;
1940;"supported.""";According to its self-reported version number, the Unix operating;;;;;;;;;;;;;;;;;;;;;;;;
1941;system running on the remote host is no longer supported.;;;;;;;;;;;;;;;;;;;;;;;;;
1942;;;;;;;;;;;;;;;;;;;;;;;;;;
1943;Lack of support implies that no new security patches for the product;;;;;;;;;;;;;;;;;;;;;;;;;
1944;will be released by the vendor. As a result; it is likely to contain;;;;;;;;;;;;;;;;;;;;;;;;
1945;"security vulnerabilities.""";Upgrade to a version of the Unix operating system that is currently;;;;;;;;;;;;;;;;;;;;;;;;
1946;"supported.""";;;;;;;;;;;;;;;;;;;;;;;;;
1947;Ubuntu 8.04 support ended on 2011-05-12 (Desktop) / 2013-05-09 (Server).;;;;;;;;;;;;;;;;;;;;;;;;;
1948;Upgrade to Ubuntu 19.10 / LTS 18.04 / LTS 16.04.;;;;;;;;;;;;;;;;;;;;;;;;;
1949;;;;;;;;;;;;;;;;;;;;;;;;;;
1950;For more information; see : https://wiki.ubuntu.com/Releases;;;;;;;;;;;;;;;;;;;;;;;;
1951;;;;;;;;;;;;;;;;;;;;;;;;;;
1952;;,10.0;;;Critical;;;;08/08/2008;30/03/2020;;;;;;;;;;;;;;;;
1953;34460;;7.5;High;10.0.2.6;tcp;8180;Unsupported Web Server Detection;The remote web server is obsolete / unsupported.;According to its version, the remote web server is obsolete and no;;;;;;;;;;;;;;;;
1954;longer maintained by its vendor or provider.;;;;;;;;;;;;;;;;;;;;;;;;;
1955;;;;;;;;;;;;;;;;;;;;;;;;;;
1956;Lack of support implies that no new security patches for the product;;;;;;;;;;;;;;;;;;;;;;;;;
1957;will be released by the vendor. As a result; it may contain security;;;;;;;;;;;;;;;;;;;;;;;;
1958;"vulnerabilities.""";Remove the web server if it is no longer needed. Otherwise, upgrade to a;;;;;;;;;;;;;;;;;;;;;;;;
1959;"supported version if possible or switch to another server.""";;;;;;;;;;;;;;;;;;;;;;;;;
1960;  Product                : Tomcat;;;;;;;;;;;;;;;;;;;;;;;;;
1961;  Installed version      : 5.5;;;;;;;;;;;;;;;;;;;;;;;;;
1962;  Support ended          : 2012-09-30;;;;;;;;;;;;;;;;;;;;;;;;;
1963;  Supported versions     : 8.5.x / 7.0.x;;;;;;;;;;;;;;;;;;;;;;;;;
1964;  Additional information : http://tomcat.apache.org/tomcat-55-eol.html;;;;;;;;;;;;;;;;;;;;;;;;;
1965;;,10.0;;;High;;;;21/10/2008;27/04/2020;;;;;;;;;;;;;;;;
1966;35371;;;None;10.0.2.6;udp;53;DNS Server hostname.bind Map Hostname Disclosure;The DNS server discloses the remote host name.;It is possible to learn the remote host name by querying the remote;;;;;;;;;;;;;;;;
1967;"DNS server for 'hostname.bind' in the CHAOS domain.""";It may be possible to disable this feature.  Consult the vendor's;;;;;;;;;;;;;;;;;;;;;;;;
1968;"documentation for more information.""";;;;;;;;;;;;;;;;;;;;;;;;;
1969;The remote host name is :;;;;;;;;;;;;;;;;;;;;;;;;;
1970;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;metasploitable;;;;;;;;;;;;;;;;;;;;;;;;;
1972;;,;,;"None""";;;;15/01/2009;14/09/2011;;;;;;;;;;;;;;;;;
1973;35373;;;None;10.0.2.6;udp;53;DNS Server DNSSEC Aware Resolver;The remote DNS resolver is DNSSEC-aware.;The remote DNS resolver accepts DNSSEC options.  This means that it;;;;;;;;;;;;;;;;
1974;may verify the authenticity of DNSSEC protected zones if it is;;;;;;;;;;;;;;;;;;;;;;;;;
1975;"configured to trust their keys.""";;;;;;;;None;;;;15/01/2009;21/11/2013;;;;;;;;;;;;
